Number,Theme,Subtheme,Year,Set name,Minifigs,Pieces,RRP (GBP),RRP (USD),RRP (CAD),RRP (EUR),EAN,UPC,Width,Height,Depth,Weight,Notes,Qty owned,Qty owned new,Qty owned used,Wanted,Qty wanted,Priority,Flag 1 not used,Flag 2 not used,Flag 3 not used,Flag 4 not used,Flag 5 not used,Flag 6 not used,Flag 7 not used,Flag 8 not used,Value new (USD),Value used (USD),Launch date,Exit date
"1298-1","Classic","",1998,"Advent Calendar",,158,,20,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,49.9900,20.0000,"",""
"1800-1","Duplo","",1998,"Turtle",,6,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,4.0000,,"",""
"2000-1","Primo","",1998,"Sally Starfish",,1,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,13.5500,2.1800,"",""
"2001-1","Primo","",1998,"Sun Set",,3,,7,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"2002-1","Primo","",1998,"Jumbo Building Bag",,80,,20,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"2007-1","Primo","",1998,"Singing Camel",1,1,,13,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,19.1500,"",""
"2011-1","Primo","",1998,"My Home Stack 'n' Learn Set",1,5,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,14.7300,"",""
"2012-1","Primo","",1998,"Lucy Ladybug",,13,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"2013-1","Primo","",1998,"My First Train Stack 'n' Learn Set",1,10,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,17.3900,"",""
"2017-1","Primo","",1998,"Choo Choo Train",1,13,,20,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"2018-1","Primo","",1998,"Little Brother Stack 'n' Learn Set",1,19,,15,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,10.1900,"",""
"2019-1","Primo","",1998,"Bumper Stack and Learn Set",,30,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"2021-1","Primo","",1998,"Clarence Caterpillar and Friends Gift Set",,7,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"2022-1","Primo","",1998,"Edward Elephant",,11,,30,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"2028-2","Primo","",1998,"Try-Me-Set with Bee",,5,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"2130-1","Basic","",1998,"Duck",,7,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,4.4400,0.4100,"",""
"2131-1","Basic","",1998,"Hippo",,6,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,3.2900,0.5400,"",""
"2132-1","Basic","",1998,"Cow",,10,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,4.7900,2.1800,"",""
"2133-1","Basic","",1998,"Bull",,12,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,3.7500,,"",""
"2134-1","Basic","",1998,"Bison",,10,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,4.2800,0.4100,"",""
"2198-1","Duplo","",1998,"Building Plates",,3,8.49,6.99,9.99,,,673419125611,29.21,19.51,1.7,0.21,"",0,0,0,,0,0,,,,,,,,,21.7400,4.9600,"",""
"2222-1","Duplo","",1998,"Tunnel Fun",1,33,,18,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,39.6800,,"",""
