Number,Theme,Subtheme,Year,Set name,Minifigs,Pieces,RRP (GBP),RRP (USD),RRP (CAD),RRP (EUR),EAN,UPC,Width,Height,Depth,Weight,Notes,Qty owned,Qty owned new,Qty owned used,Wanted,Qty wanted,Priority,Flag 1 not used,Flag 2 not used,Flag 3 not used,Flag 4 not used,Flag 5 not used,Flag 6 not used,Flag 7 not used,Flag 8 not used,Value new (USD),Value used (USD),Launch date,Exit date
"1100-1","Town","Special",2001,"Sky Pirates",2,108,,17,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,47.9900,21.9600,"",""
"1195-1","Space","Life On Mars",2001,"Alien Encounter",2,42,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,14.9700,8.0000,"",""
"1201-2","Duplo","",2001,"Chicken Run",,6,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,3.0000,,"",""
"1202-1","Racers","Xalax",2001,"Single Racers Figure Pack",1,1,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"1237-1","Technic","Licensed",2001,"Honda Asimo",,56,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,24.1800,40.0000,"",""
"1238-1","Duplo","",2001,"Medium Bucket",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"1239-1","Racers","Xalax",2001,"Subzero",1,4,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,24.3700,3.7500,"",""
"1351-1","Studios","Stunts",2001,"Movie Backdrop Studio",3,211,,60,,,,,48,28.8,6,,"",0,0,0,,0,0,,,,,,,,,103.6700,42.5000,"01/01/2001","31/12/2001"
"1352-1","Studios","Stunts",2001,"Explosion Studio",4,232,24.99,35,,,5702012012433,,,,,,"",0,0,0,,0,0,,,,,,,,,66.3500,24.6400,"",""
"1353-1","Studios","Stunts",2001,"Car Stunt Studio",2,166,14.99,20,,,5702012012440,,,,,,"",0,0,0,,0,0,,,,,,,,,34.9000,16.8100,"",""
"1354-1","Studios","Adventurers",2001,"Dino Head Attack",2,94,,10,,,5702012010774,,,,,,"",0,0,0,,0,0,,,,,,,,,20.0000,7.5500,"",""
"1355-1","Studios","Adventurers",2001,"Temple of Gloom",2,58,,7,,,,042884013554,,,,,"",0,0,0,,0,0,,,,,,,,,24.3700,7.0800,"",""
"1356-1","Studios","Stunts",2001,"Stuntman Catapult",2,29,2.99,4,,,5702012010798,042884013561,9.6,9.6,4.8,,"",0,0,0,,0,0,,,,,,,,,30.3100,4.6400,"01/01/2001","31/12/2002"
"1357-1","Studios","",2001,"Cameraman",1,21,1.99,2,,,5702012010804,042884013578,9.6,7.2,4.8,,"",0,0,0,,0,0,,,,,,,,,15.9900,9.0100,"01/01/2001","31/12/2002"
"1360-1","Studios","",2001,"Director's Copter",1,22,,3,,,5702012015144,,9.6,14.4,3.9,,"",0,0,0,,0,0,,,,,,,,,9.5500,3.5000,"15/02/2001","31/12/2001"
"1361-1","Studios","",2001,"Camera Car",1,20,,3,,,5702012015151,,9.6,14.4,3.9,,"",0,0,0,,0,0,,,,,,,,,8.6100,3.7300,"15/02/2001","31/12/2001"
"1362-1","Studios","Stunts",2001,"Air Boat",1,24,,3,,,5702012015168,,9.6,14.4,3.9,,"",0,0,0,,0,0,,,,,,,,,6.0400,2.9200,"15/02/2001","31/12/2001"
"1363-1","Studios","Stunts",2001,"Stunt Go-Cart",1,25,,3,,,,673419281928,9.6,14.4,3.9,,"",0,0,0,,0,0,,,,,,,,,8.6500,2.5200,"15/02/2001","31/12/2001"
"1370-1","Studios","Jurassic Park III",2001,"Raptor Rumble",3,157,14.99,20,,,,,28.8,19.2,4.8,,"",0,0,0,,0,0,,,,,,,,,66.3000,27.1500,"01/05/2001","31/12/2002"
"1371-1","Studios","Jurassic Park III",2001,"Spinosaurus Attack",2,155,24.99,35,,,,,28.8,28.8,4.8,,"",0,0,0,,0,0,,,,,,,,,215.3500,61.7100,"01/05/2001","31/12/2002"
"1388-1","Bionicle","Matoran",2001,"Huki",,8,,2,,,5702014366640,042884013882,,,,,"",0,0,0,,0,0,,,,,,,,,26.9300,20.3600,"",""
"1389-1","Bionicle","Matoran",2001,"Onepu",,8,,2,,,,042884013899,,,,,"",0,0,0,,0,0,,,,,,,,,49.4900,27.2300,"",""
"1390-1","Bionicle","Matoran",2001,"Maku",,8,,2,,,,042884013905,,,,,"",0,0,0,,0,0,,,,,,,,,41.2500,29.4700,"",""
"1391-1","Bionicle","Matoran",2001,"Jala",,8,,2,,,,042884013912,,,,,"",0,0,0,,0,0,,,,,,,,,41.3900,34.0800,"",""
"1392-1","Bionicle","Matoran",2001,"Kongu",,8,,2,,,,042884013929,,,,,"",0,0,0,,0,0,,,,,,,,,40.0000,28.7000,"",""
"1393-1","Bionicle","Matoran",2001,"Matoro",,8,,2,,,5702014366657,042884013936,,,,,"",0,0,0,,0,0,,,,,,,,,38.9800,22.1100,"",""
"1403-1","Duplo","",2001,"Racing Leopard",1,2,2.99,3,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,5.3900,"",""
"1404-1","Duplo","",2001,"Racing Tiger",1,2,2.99,3,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,5.5700,6.1300,"",""
"1405-1","Duplo","",2001,"Racing Lion",1,2,2.99,3,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,4.3500,6.1300,"",""
"1406-1","Duplo","",2001,"Nursing the Baby",1,5,2.99,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,5.4000,5.0500,"",""
"1407-1","Duplo","",2001,"Cooking with Mummy",1,6,2.99,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,6.9500,,"",""
"1408-1","Duplo","",2001,"Walking the dog with Daddy",1,4,2.99,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,10.2700,2.6900,"",""
"1411-1","Studios","Promotional",2001,"Pirates Treasure Hunt",4,31,,0,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,18.4900,11.0000,"",""
"1413-1","Space","Life On Mars",2001,"Rover",1,29,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,58.6900,14.0000,"",""
"1414-1","Space","Life On Mars",2001,"Double Hover",1,21,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,13.5900,,"",""
"1415-1","Space","Life On Mars",2001,"Jet Scooter",1,24,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,14.5000,11.5000,"",""
"1416-1","Space","Life On Mars",2001,"Worker Robot",1,30,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,14.2600,6.0300,"",""
