Number,Theme,Subtheme,Year,Set name,Minifigs,Pieces,RRP (GBP),RRP (USD),RRP (CAD),RRP (EUR),EAN,UPC,Width,Height,Depth,Weight,Notes,Qty owned,Qty owned new,Qty owned used,Wanted,Qty wanted,Priority,,,,,,,,,Value new (USD),Value used (USD),Launch date,Exit date
"11002-1","Classic","Bricks",2019,"Basic Brick Set ",,300,17.99,19.99,24.99,19.99,5702016367775,673419302036,26.2,19.1,7.2,0.44,"",0,0,0,,0,0,,,,,,,,,14.2000,13.5000,"01/01/2019","31/12/2021"
"11003-1","Classic","Bricks",2019,"Bricks and Eyes ",,451,24.99,29.99,39.99,29.23,5702016367782,673419302043,26.2,22.2,9.5,,"",0,0,0,,0,0,,,,,,,,,26.1700,19.0000,"01/01/2019","31/12/2020"
"11004-1","Classic","Miscellaneous",2019,"Windows of Creativity",,450,24.99,29.99,39.99,29.23,5702016367799,,26.2,22.2,9.5,,"",0,0,0,,0,0,,,,,,,,,36.5400,18.0000,"01/06/2019","31/12/2020"
"11005-1","Classic","Creative Fun",2019,"Creative Fun",,900,29.99,39.99,49.99,34.11,5702016367805,673419302067,26,38,14,1.18,"",0,0,0,,0,0,,,,,,,,,32.2900,42.4300,"01/01/2019","31/12/2020"
"11920-1","Star Wars","Book Parts",2019,"Star Wars: Build Your Own Adventure Galactic Missions parts",1,66,,,,,5702016395419,,,,,,"",0,0,0,,0,0,,,,,,,,,18.1200,,"",""
"11922-1","Miscellaneous","Book Parts",2019,"Parts for The Book of Bedtime Builds",,68,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"11923-1","Harry Potter","Book Parts",2019,"Harry Potter: Build Your Own Adventure parts",1,101,,,,,5702016391398,,,,,,"",0,0,0,,0,0,,,,,,,,,20.0000,,"",""
"11924-1","Miscellaneous","Book Parts",2019,"Christmas Ideas parts",,41,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"11926-1","Miscellaneous","",2019,"Wooden Minifigure parts",,29,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,5.0900,,"",""
"21043-1","Architecture","Skylines",2019,"San Francisco",,565,44.99,49.99,69.99,49.99,5702016368307,,26.2,19.1,6.1,,"",0,0,0,,0,0,,,,,,,,,62.9700,54.2900,"01/01/2019","31/12/2021"
"21044-1","Architecture","Skylines",2019,"Paris",,649,44.99,49.99,69.99,49.99,5702016368314,673419302470,26.2,19.1,7.2,,"",0,0,0,,0,0,,,,,,,,,39.0700,31.3800,"01/01/2019","31/12/2025"
"21045-1","Architecture","Landmark Series",2019,"Trafalgar Square",,1197,79.99,79.99,99.99,79.99,5702016368321,,35.4,19.1,9.1,,"",0,0,0,,0,0,,,,,,,,,78.6500,57.2500,"01/06/2019","31/12/2021"
"21046-1","Architecture","Landmark Series",2019,"Empire State Building",,1767,89.99,129.99,159.99,99.99,5702016368338,,19.1,35.4,11.8,,"",0,0,0,,0,0,,,,,,,,,103.0300,87.7400,"01/06/2019","31/12/2021"
"21055-1","Architecture","Landmark Series",2019,"Burj Khalifa",,333,44.99,,,39.99,5702016748635,,19.1,26.2,6.1,,"",0,0,0,,0,0,,,,,,,,,56.8200,55.1300,"01/12/2019","31/12/2022"
"21148-1","Minecraft","BigFig Series 1",2019,"Minecraft Steve BigFig with Parrot",,159,12.99,14.99,19.99,14.99,5702016370560,673419304320,14.1,19.1,4.6,0.17,"",0,0,0,,0,0,,,,,,,,,29.2200,17.7700,"01/01/2019","31/12/2019"
"21149-1","Minecraft","BigFig Series 1",2019,"Minecraft Alex BigFig with Chicken",,160,12.99,14.99,19.99,14.99,5702016370874,673419304337,14.1,19.1,4.6,0.17,"",0,0,0,,0,0,,,,,,,,,27.1500,11.1600,"01/01/2019","31/12/2019"
"21150-1","Minecraft","BigFig Series 1",2019,"Minecraft Skeleton BigFig with Magma Cube",,142,12.99,14.99,19.99,14.99,5702016370881,673419304344,14.1,19.1,4.6,0.17,"",0,0,0,,0,0,,,,,,,,,27.4200,14.0800,"01/01/2019","31/12/2019"
"21151-1","Minecraft","Minifig-scale",2019,"The End Battle",2,222,19.99,19.99,24.99,19.99,5702016370898,673419304450,26.2,19.1,6.1,0.38,"",0,0,0,,0,0,,,,,,,,,40.3000,18.7100,"01/01/2019","31/12/2021"
"21152-1","Minecraft","Minifig-scale",2019,"The Pirate Ship Adventure",3,386,49.99,39.99,49.99,49.99,5702016370904,673419304467,28.2,26.2,9.55,0.75,"",0,0,0,,0,0,,,,,,,,,51.5200,35.6900,"01/01/2019","31/12/2021"
"21153-1","Minecraft","Minifig-scale",2019,"The Wool Farm",1,260,19.99,19.99,24.99,19.99,5702016370911,,26.2,19.1,9.1,,"",0,0,0,,0,0,,,,,,,,,17.2900,18.2200,"01/08/2019","31/07/2021"
"21154-1","Minecraft","Minifig-scale",2019,"The Blaze Bridge",4,372,39.99,29.99,39.99,39.99,5702016370928,,35.4,19.1,7,,"",0,0,0,,0,0,,,,,,,,,41.0300,20.9300,"01/08/2019","31/12/2021"
"21155-1","Minecraft","Minifig-scale",2019,"The Creeper Mine",4,834,79.99,79.99,99.99,79.99,5702016370935,,54,28.2,9.1,,"",0,0,0,,0,0,,,,,,,,,86.0900,63.8000,"01/08/2019","31/12/2021"
"21316-1","Ideas","Licensed",2019,"The Flintstones",4,748,54.99,59.99,79.99,58.48,5702016396300,,35.5,19,10.4,1.038,"",0,0,0,,0,0,,,,,,,,,74.8600,74.1400,"01/03/2019","31/12/2020"
"21317-1","Ideas","Licensed",2019,"Steamboat Willie",2,751,79.99,89.99,119.99,87.72,5702016501995,,28.2,26.2,9.6,,"",0,0,0,,0,0,,,,,,,,,112.6400,84.6200,"01/04/2019","31/12/2020"
"21318-1","Ideas","",2019,"Tree House",4,3036,214.99,249.99,309.99,249.99,5702016554205,673419313827,58,47.5,12,3.8,"",0,0,0,,0,0,,,,,,,,,191.0800,144.2900,"01/08/2019","31/12/2025"
"21319-1","Ideas","Licensed",2019,"Central Perk",7,1070,69.99,59.99,89.99,79.99,5702016603842,,38,26,9.1,1.352,"",0,0,0,,0,0,,,,,,,,,65.5000,50.2600,"01/09/2019","31/12/2022"
"21320-1","Ideas","",2019,"Dinosaur Fossils",2,910,54.99,59.99,79.99,59.99,5702016615586,673419317306,28.2,26.2,9.6,1,"",0,0,0,,0,0,,,,,,,,,73.8600,62.0000,"01/11/2019","31/12/2021"
"30327-1","Duplo","",2019,"My First Duck",,6,,,,,5702016371963,673419305099,20,19.5,1.4,,"",0,0,0,,0,0,,,,,,,,,2.3900,2.3500,"01/01/2019","31/12/2022"
"30328-0","Duplo","",2019,"Town Rescue - {Random Bag}",,,,,,,,,20,19.5,1,,"",0,0,0,,0,0,,,,,,,,,,,"01/01/2019","31/12/2019"
"30328-2","Duplo","",2019,"Town Rescue - Bird",,,,,,,,,20,19.5,1,,"",0,0,0,,0,0,,,,,,,,,,,"01/01/2019","31/12/2019"
"30328-3","Duplo","",2019,"Town Rescue - Fireman",,,,,,,,,20,19.5,1,,"",0,0,0,,0,0,,,,,,,,,,,"01/01/2019","31/12/2019"
"30328-4","Duplo","",2019,"Town Rescue - Cat",,,,,,,,,20,19.5,1,,"",0,0,0,,0,0,,,,,,,,,,,"01/01/2019","31/12/2019"
"30328-5","Duplo","",2019,"Town Rescue - Policewoman",,,,,,,,,20,19.5,1,,"",0,0,0,,0,0,,,,,,,,,,,"01/01/2019","31/12/2019"
"30328-6","Duplo","",2019,"Town Rescue - Dog",,,,,,,,,20,19.5,1,,"",0,0,0,,0,0,,,,,,,,,,,"01/01/2019","31/12/2019"
"30340-1","The LEGO Movie 2","Miscellaneous",2019,"Emmet's 'Piece' Offering",1,44,3.49,,,3.99,5702016373110,,17,19.5,1,,"",0,0,0,,0,0,,,,,,,,,4.1000,3.1500,"01/01/2019","31/12/2019"
"30361-1","City","Fire",2019,"Fire ATV",1,39,,,,,5702016374773,,17,17,1,0.036,"",0,0,0,,0,0,,,,,,,,,3.8700,2.6200,"01/01/2019","31/12/2019"
"30362-1","City","Sky Police",2019,"Sky Police Jetpack",2,33,,3.99,,,5702016374780,,17,17,0.6,0.025,"",0,0,0,,0,0,,,,,,,,,4.1300,2.9300,"01/01/2019","31/12/2019"
"30363-1","City","Harbor",2019,"Race Boat",1,34,3.49,,,3.99,5702016374797,,17,17,0.9,0.034,"",0,0,0,,0,0,,,,,,,,,3.3700,2.0500,"01/01/2019","31/12/2019"
"30364-1","City","General",2019,"Popcorn Cart",1,43,,,,,5702016374803,673419306263,17,17,1.1,0.042,"",0,0,0,,0,0,,,,,,,,,8.6600,5.9100,"01/01/2019","31/12/2019"
"30365-1","City","Mars Exploration",2019,"Space Satellite",1,36,,3.99,6.99,,5702016374810,,17,17,0.7,0.025,"",0,0,0,,0,0,,,,,,,,,4.9200,3.0400,"01/06/2019","31/12/2020"
"30383-1","Star Wars","Episode I",2019,"Naboo Starfighter",,48,,,,,5702016376166,,17,17,1,,"",0,0,0,,0,0,,,,,,,,,6.0300,2.7600,"01/04/2019","31/12/2020"
"30384-1","Star Wars","Episode V",2019,"Snowspeeder",,49,,,,,5702016376777,673419306041,17,17,1.1,,"",0,0,0,,0,0,,,,,,,,,5.2300,1.8100,"01/04/2019","31/12/2020"
"30393-1","Minecraft","Minifig-scale",2019,"Steve and Creeper Set",2,36,,,,,5702016374827,673419306287,17,19.5,1,,"",0,0,0,,0,0,,,,,,,,,8.5500,6.9600,"01/01/2019","31/12/2019"
"30408-1","Friends","Miscellaneous",2019,"Tulips",,90,,,,,5702016374384,,17,19.5,1.3,,"",0,0,0,,0,0,,,,,,,,,6.2300,2.5100,"01/01/2019","31/12/2019"
"30409-1","Friends","Amusement Park",2019,"Emma's Bumper Cars",1,66,3.99,,,3.99,5702016374391,,17,19.5,1,,"",0,0,0,,0,0,,,,,,,,,4.1600,2.2000,"01/01/2019","31/12/2019"
"30410-1","Friends","Beach",2019,"Mia's Water Fun",1,28,,3.99,4.99,,5702016374407,673419305495,17,17,0.7,,"",0,0,0,,0,0,,,,,,,,,3.6000,1.5900,"01/06/2019","31/12/2020"
"30451-1","Marvel Super Heroes","Spider-Man",2019,"Spider-Man's Mini Spider Crawler",1,73,,,,,5702016374667,673419306157,17,17,0.9,,"",0,0,0,,0,0,,,,,,,,,7.9200,3.8300,"01/01/2019","31/12/2019"
"30452-1","Marvel Super Heroes","Avengers: Endgame",2019,"Iron Man and Dum-E",1,38,,,,,5702016374674,673419306164,17,19.5,0.5,,"",0,0,0,,0,0,,,,,,,,,6.5000,3.4400,"31/03/2019","31/12/2020"
"30460-1","The LEGO Movie 2","Promotional",2019,"Rex's Plantimal Ambush",1,32,3.49,3.99,4.99,3.89,5702016373127,,17,17,0.6,,"",0,0,0,,0,0,,,,,,,,,4.4400,2.9600,"01/01/2019","31/12/2019"
"30461-1","Star Wars","Episode I",2019,"Podracer",,58,,,,,5702016376784,,17,19.5,0.7,,"",0,0,0,,0,0,,,,,,,,,5.7700,2.0800,"01/04/2019","31/08/2019"
"30527-1","The LEGO Movie 2","Miscellaneous",2019,"Lucy vs. Alien Invader",1,44,,,,,5702016372236,673419304849,17,19.5,0.9,,"",0,0,0,,0,0,,,,,,,,,4.4600,3.3400,"01/01/2019","31/12/2019"
"30528-1","The LEGO Movie 2","Miscellaneous",2019,"Mini Master-Building MetalBeard",1,42,,,,,5702016372243,673419305655,17,17,0.7,,"",0,0,0,,0,0,,,,,,,,,4.7200,3.5000,"01/01/2019","31/12/2019"
"30529-1","The LEGO Movie 2","Miscellaneous",2019,"Mini Master-Building Emmet",1,49,3.49,,,3.89,5702016372250,,17,17,0.8,,"",0,0,0,,0,0,,,,,,,,,4.5800,3.4900,"01/01/2019","31/12/2019"
"30533-1","Ninjago","General",2019,"Sam-X",,56,,,,,5702016373042,673419305785,17,17,0.7,,"",0,0,0,,0,0,,,,,,,,,3.8100,0.4700,"01/01/2019","31/12/2019"
"30534-1","Ninjago","General",2019,"Ninja Workout",1,31,,,,,5702016373059,673419305792,17,17,0.7,,"",0,0,0,,0,0,,,,,,,,,4.6100,3.6600,"01/01/2019","31/12/2019"
"30535-1","Ninjago","General",2019,"Fire Flight",1,54,,,,,5702016373066,673419305808,17,17,0.8,,"",0,0,0,,0,0,,,,,,,,,5.2400,2.7500,"01/01/2019","31/12/2019"
"30545-1","Miscellaneous","Make It Yours",2019,"Fish Free Builds - Make It Yours",,39,,,,,5702016371055,673419305396,14,14,0.7,,"",0,0,0,,0,0,,,,,,,,,3.5600,1.9300,"01/01/2019","31/12/2019"
"30553-1","Disney","Frozen II",2019,"Elsa's Winter Throne",1,42,,3.99,,3.99,5702016374681,,17,17,0.8,,"",0,0,0,,0,0,,,,,,,,,4.8100,4.2500,"04/10/2019","31/12/2020"
"30571-1","Creator","Promotional",2019,"Pelican",,62,3.99,3.99,,3.89,5702016373080,,17,17,1,0.038,"",0,0,0,,0,0,,,,,,,,,4.7700,1.5000,"01/01/2019","31/12/2019"
"30572-1","Creator","Miscellaneous",2019,"Race Car",,68,3.49,,,3.99,5702016373097,,17,17,1,,"",0,0,0,,0,0,,,,,,,,,3.7400,1.9900,"01/01/2019","31/12/2019"
"30573-1","Creator","Seasonal",2019,"Santa",,67,,,,,5702016373103,,17,17,0.9,0.038,"",0,0,0,,0,0,,,,,,,,,4.1500,1.2800,"01/01/2019","31/12/2020"
"30620-1","The LEGO Movie 2","Promotional",2019,"Star-Stuck Emmet",1,41,,,,,5702016372267,673419305679,,,,,"",0,0,0,,0,0,,,,,,,,,6.2400,5.5000,"",""
"30623-1","DC Comics Super Heroes","Shazam!",2019,"SHAZAM!",1,5,,,,,5702016396218,673419309011,,,,,"",0,0,0,,0,0,,,,,,,,,12.0400,,"",""
"30624-1","Star Wars","Episode IV",2019,"Obi-Wan Kenobi - Collectable Minifigure",1,12,,3.99,4.99,,5702016519402,673419312431,14,14,0.6,,"",0,0,0,,0,0,,,,,,,,,11.9200,10.4000,"01/12/2019","31/12/2019"
"31086-1","Creator","3 in 1",2019,"Futuristic Flyer",,157,14.99,14.99,19.99,14.61,5702016367812,673419302074,26.2,14.1,4.8,0.27,"",0,0,0,,0,0,,,,,,,,,17.9300,13.4600,"",""
"31087-1","Creator","3 in 1",2019,"Dune Buggy",,147,12.99,12.99,17.99,12.66,5702016367829,673419302081,19.1,14.1,6.1,0.25,"",0,0,0,,0,0,,,,,,,,,8.8400,8.0100,"",""
"31088-1","Creator","3 in 1",2019,"Deep Sea Creatures",,230,12.99,14.99,19.99,14.99,5702016367836,673419302098,26.2,14.1,4.8,0.31,"",0,0,0,,0,0,,,,,,,,,11.7300,6.0900,"",""
"31089-1","Creator","3 in 1",2019,"Sunset Track Racer",,221,17.99,19.99,24.99,19.99,5702016367843,673419302104,26.2,19.1,6.1,0.38,"",0,0,0,,0,0,,,,,,,,,16.8200,11.1600,"",""
"31090-1","Creator","3 in 1",2019,"Underwater Robot",,207,17.99,19.99,24.99,19.99,5702016367850,673419302111,26.2,19.1,6.1,0.36,"",0,0,0,,0,0,,,,,,,,,31.0100,11.3200,"",""
"31091-1","Creator","3 in 1",2019,"Shuttle Transporter",,341,24.99,24.99,34.99,24.36,5702016367867,673419302128,35.4,19.1,5.9,0.51,"",0,0,0,,0,0,,,,,,,,,28.6000,17.3400,"",""
"31092-1","Creator","3 in 1",2019,"Helicopter Adventure",,114,9.99,9.99,13.99,9.74,5702016395389,673419308779,19.1,14.1,4.6,0.19,"",0,0,0,,0,0,,,,,,,,,8.0000,6.5000,"01/01/2019","31/12/2020"
"31093-1","Creator","3 in 1",2019,"Riverside Houseboat",2,396,24.99,39.99,49.99,29.99,5702016367874,673419302135,35.4,19.1,7,0.67,"",0,0,0,,0,0,,,,,,,,,26.4300,18.0000,"01/01/2019","31/12/2021"
"31094-1","Creator","3 in 1",2019,"Race Plane",1,333,24.99,29.99,39.99,29.23,5702016367881,673419302142,35.4,19.1,7,0.64,"",0,0,0,,0,0,,,,,,,,,26.0400,27.9000,"01/01/2019","31/12/2020"
"31095-1","Creator","3 in 1",2019,"Fairground Carousel",3,595,44.99,49.99,69.99,48.73,5702016367898,,48,28.2,6.1,,"",0,0,0,,0,0,,,,,,,,,45.7500,29.7000,"01/06/2019","31/12/2020"
"31096-1","Creator","3 in 1",2019,"Twin-Rotor Helicopter",1,569,44.99,59.99,79.99,48.73,5702016367904,,48,28.2,7.4,,"",0,0,0,,0,0,,,,,,,,,45.3200,29.7700,"01/06/2019","31/12/2020"
"31097-1","Creator","3 in 1",2019,"Townhouse Pet Shop & Café",3,969,74.99,79.99,99.99,79.99,5702016367911,,47.5,37.4,6.6,1.698,"",0,0,0,,0,0,,,,,,,,,74.6200,64.6600,"01/06/2019","31/12/2021"
"31098-1","Creator","3 in 1",2019,"Outback Cabin",2,305,24.99,29.99,39.99,29.23,5702016374988,,35.8,19.1,5.6,0.539,"",0,0,0,,0,0,,,,,,,,,32.5500,23.4000,"01/06/2019","31/12/2020"
"40186-1","Seasonal","Chinese Traditional Festival",2019,"Year of the Pig",,152,,9.99,12.99,,5702016240887,673419285926,13.6,12.2,4.4,0.165,"",0,0,0,,0,0,,,,,,,,,25.1300,19.1600,"",""
"40318-1","Promotional","",2019,"MSC Cruises",,181,,,,,,673419306027,,,,,"",0,0,0,,0,0,,,,,,,,,37.7000,,"",""
"40321-1","Promotional","Monthly Mini Model Build",2019,"Jet Fighter",,23,,,,,5702016371123,,17,17,0.7,,"",0,0,0,,0,0,,,,,,,,,4.1900,,"01/01/2019","31/12/2019"
"40322-1","Promotional","Monthly Mini Model Build",2019,"Caterpillar",,48,,,,,5702016371130,,17,17,0.8,,"",0,0,0,,0,0,,,,,,,,,8.5600,3.8000,"01/02/2019","31/12/2019"
"40323-1","Promotional","Monthly Mini Model Build",2019,"Viking Ship",,54,,,,,5702016371147,673419304573,17,17,0.9,,"",0,0,0,,0,0,,,,,,,,,8.0000,,"01/03/2019","31/12/2019"
"40324-1","Promotional","Monthly Mini Model Build",2019,"Ladybird",,27,,,,,5702016371154,673419304580,17,17,0.5,,"",0,0,0,,0,0,,,,,,,,,4.2000,,"01/04/2019","31/12/2019"
"40325-1","Promotional","Monthly Mini Model Build",2019,"Crane",,64,,,,,5702016371192,673419304627,17,19.5,1.1,,"",0,0,0,,0,0,,,,,,,,,6.9900,2.5000,"01/05/2019","31/12/2019"
"40326-1","Promotional","Monthly Mini Model Build",2019,"Frog",,39,,,,,5702016371208,673419304634,17,17,0.8,,"",0,0,0,,0,0,,,,,,,,,9.9900,4.5000,"31/05/2019","31/12/2019"
"40327-1","Promotional","Monthly Mini Model Build",2019,"Ice Cream Truck",,48,,,,,5702016371215,673419304641,17,17,1.1,,"",0,0,0,,0,0,,,,,,,,,5.2000,3.6000,"01/07/2019","31/12/2019"
"40328-1","Promotional","Monthly Mini Model Build",2019,"Racing Car",,50,,,,,5702016371222,673419305051,17,17,0.8,,"",0,0,0,,0,0,,,,,,,,,4.6100,,"01/08/2019","31/12/2019"
"40329-1","Promotional","Monthly Mini Model Build",2019,"Eagle",,56,,,,,5702016370621,,17,19.5,0.9,,"",0,0,0,,0,0,,,,,,,,,7.5200,3.3900,"01/09/2019","31/12/2019"
"40330-1","Promotional","Monthly Mini Model Build",2019,"UFO",,36,,,,,5702016370638,673419304665,17,17,0.7,,"",0,0,0,,0,0,,,,,,,,,6.4500,,"01/10/2019","31/12/2019"
"40331-1","Promotional","Monthly Mini Model Build",2019,"Wolf",,47,,,,,5702016370645,673419304672,17,17,0.7,,"",0,0,0,,0,0,,,,,,,,,6.0100,,"01/11/2019","31/12/2019"
