Number,Theme,Subtheme,Year,Set name,Minifigs,Pieces,RRP (GBP),RRP (USD),RRP (CAD),RRP (EUR),EAN,UPC,Width,Height,Depth,Weight,Notes,Qty owned,Qty owned new,Qty owned used,Wanted,Qty wanted,Priority,Flag 1 not used,Flag 2 not used,Flag 3 not used,Flag 4 not used,Flag 5 not used,Flag 6 not used,Flag 7 not used,Flag 8 not used,Value new (USD),Value used (USD),Launch date,Exit date
"1270-2","Creator","Promotional",2005,"Trial Size Bag (Chromika Promotion)",,16,0,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,5.2900,,"",""
"1270-3","Creator","Promotional",2005,"Trial Size Bag (Coloraction promotion)",,15,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"3193-1","Clikits","",2005,"Fun Friends Frame",,14,,,,,,673419062701,14,14,0,,"",0,0,0,,0,0,,,,,,,,,5.1900,,"01/06/2005","31/12/2005"
"3292-1","Duplo","Bob the Builder",2005,"Dizzy's Bridge Set",2,20,4.99,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,8.8600,"",""
"3293-1","Duplo","Bob the Builder",2005,"Benny's Dig Set",1,19,7.99,10,,,,673419057707,28.8,19.2,7.2,0.3,"",0,0,0,,0,0,,,,,,,,,50.0000,21.0300,"",""
"3294-1","Duplo","Bob the Builder",2005,"Muck's Recycling Set",2,33,12.99,15,,,,673419057745,28.8,28.8,7.2,,"",0,0,0,,0,0,,,,,,,,,,12.9400,"01/06/2005","31/07/2006"
"3295-1","Duplo","Bob the Builder",2005,"Roley's Road Set",2,26,12.99,15,,,,673419057752,28.8,28.8,7.2,,"",0,0,0,,0,0,,,,,,,,,,26.0000,"01/06/2005","31/12/2006"
"3296-1","Duplo","Bob the Builder",2005,"Travis and the Mobile Caravan",2,24,17.99,20,,,,673419057769,38.4,28.8,11.4,0.73,"",0,0,0,,0,0,,,,,,,,,60.5200,33.5000,"01/06/2005","31/12/2006"
"3297-1","Duplo","Bob the Builder",2005,"Scoop and Lofty at the Building Yard",3,59,29.99,29.99,,,,673419057776,48,28.8,9.6,1.04,"",0,0,0,,0,0,,,,,,,,,,26.5400,"01/06/2005","31/12/2006"
"3598-1","Creator","Bucket",2005,"XXL 2000 Tube",,2000,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,83.0000,"",""
"3599-1","Duplo","",2005,"XXL 250 Tube",,250,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,20.0000,"",""
"3600-2","Make and Create","",2005,"Build Your Own House",,1200,19.99,,,,,,41.1,19.1,27.7,,"",0,0,0,,0,0,,,,,,,,,,,"01/10/2005","30/06/2006"
"3770-1","Duplo","Trains",2005,"My First Train",1,12,7.99,9.99,,,5702014425163,,,,,,"",0,0,0,,0,0,,,,,,,,,25.0000,17.6400,"",""
"3771-1","Duplo","Trains",2005,"Train Starter Set",2,65,34.99,49.99,,,5702014425170,,57.6,38.4,9.6,,"",0,0,0,,0,0,,,,,,,,,157.6500,,"01/06/2005","31/05/2008"
"3772-1","Duplo","Trains",2005,"Deluxe Train Set",3,110,59.99,89.99,,,5702014425187,,65.2,48,11.4,,"",0,0,0,,0,0,,,,,,,,,192.3500,57.9200,"01/06/2005","31/05/2008"
"3773-1","Duplo","Trains",2005,"Level Crossing",,14,6.99,7.99,,,5702014425194,,,,,,"",0,0,0,,0,0,,,,,,,,,,15.2500,"",""
"3774-1","Duplo","Trains",2005,"Bridge",,26,20.99,19.99,,,5702014425200,,,,,,"",0,0,0,,0,0,,,,,,,,,43.7000,36.8100,"",""
"3775-1","Duplo","Trains",2005,"Points",,2,9.49,6.99,9.99,,5702014794306,,,,,,"",0,0,0,,0,0,,,,,,,,,8.9100,10.1500,"",""
"3778-1","Duplo","Trains",2005,"Station",2,46,19.99,20,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,39.5700,"",""
"3957-1","Duplo","",2005,"DUPLO Basic Bricks",,250,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"4085-2","Duplo","",2005,"50th Anniversary Bucket",,90,14.99,,,,,673419015127,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"4103-2","Make and Create","",2005,"Fun with Bricks",1,200,9.99,,,,,673419010658,22.7,21.3,22.7,0.52,"",0,0,0,,0,0,,,,,,,,,,8.9900,"",""
"4105-2","Make and Create","",2005,"50th Anniversary Bucket",,500,9.99,10,,,,673419010672,,,,,"",0,0,0,,0,0,,,,,,,,,79.9900,,"",""
"4287-2","Gear","Seasonal",2005,"Santa Minifigure Snow Globe",,,,13,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"4337-1","Creator","3 in 1",2005,"Dragon Pod ",,52,,3.5,,,,673419056786,11,15.7,6,,"",0,0,0,,0,0,,,,,,,,,19.9900,6.6400,"01/01/2005","31/12/2005"
"4338-1","Creator","3 in 1",2005,"Monster Pod ",,49,,3.5,,,,673419056793,11,15.7,6,,"",0,0,0,,0,0,,,,,,,,,24.8000,4.9900,"01/01/2005","31/12/2005"
"4339-1","Creator","3 in 1",2005,"Aqua Pod ",,56,,3.5,,,,673419056809,11,15.7,6,,"",0,0,0,,0,0,,,,,,,,,11.8000,6.0000,"01/01/2005","31/12/2005"
"4413-1","Creator","3 in 1",2005,"Arachno Pod ",,57,,3.5,,,,673419061513,11,15.7,6,,"",0,0,0,,0,0,,,,,,,,,16.9900,3.7300,"01/01/2005","31/12/2005"
"4421-1","Creator","",2005,"Big LEGO Box 1000",,1000,12.99,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"4422-1","Duplo","",2005,"Handy Box",,120,9.99,15,,,5702014450929,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"4423-1","Creator","",2005,"Handy Box",,800,12.99,15,,,5702014450936,,,,,,"",0,0,0,,0,0,,,,,,,,,17.0600,,"",""
"4424-1","Creator","Seasonal",2005,"Advent Calendar",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"4496-2","Creator","Bucket",2005,"50th Anniversary Tub",,1000,19.99,20,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,99.5000,,"",""
"4658-1","Duplo","LEGO Ville",2005,"Farm Animals",,5,1.99,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"4659-1","Duplo","LEGO Ville",2005,"Garbage Truck",1,12,7.99,12.99,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,35.4900,12.8200,"",""
"4661-1","Duplo","LEGO Ville",2005,"Construction Worker",1,4,3.99,5,,,5702014425118,,,,,,"",0,0,0,,0,0,,,,,,,,,43.9000,5.4900,"",""
"4662-1","Duplo","LEGO Ville",2005,"Post Office",1,21,12.99,10,,,5702014425125,,,,,,"",0,0,0,,0,0,,,,,,,,,53.2400,31.9900,"",""
"4663-1","Duplo","LEGO Ville",2005,"Zoo",2,48,19.99,20,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,70.8500,,"",""
"4664-1","Duplo","LEGO Ville",2005,"Fire Station",3,56,29.99,30,,,5702014425149,,,,,,"",0,0,0,,0,0,,,,,,,,,81.5300,22.1900,"",""
"4665-1","Duplo","LEGO Ville",2005,"Big Farm",3,70,51.85,59.99,,,5702014425156,,,,,,"",0,0,0,,0,0,,,,,,,,,109.6200,35.0000,"",""
"4679-1","Make and Create","",2005,"LEGO Strata Blue",,1500,,20,,,5702014434196,673419076098,,,,,"",0,0,0,,0,0,,,,,,,,,80.4500,61.5000,"",""
"4762-1","Harry Potter","Goblet of Fire",2005,"Rescue from the Merpeople",5,175,14.99,20,,,5702014426368,673419057332,19.2,28.8,4.8,0.3,"",0,0,0,,0,0,,,,,,,,,240.0000,105.9700,"01/10/2005","31/07/2006"
"4766-1","Harry Potter","Goblet of Fire",2005,"Graveyard Duel",6,548,29.99,30,,,5702014426399,673419057370,38.4,28.8,6,0.8,"",0,0,0,,0,0,,,,,,,,,287.1100,161.0000,"01/10/2005","31/07/2006"
"4767-1","Harry Potter","Goblet of Fire",2005,"Harry and the Hungarian Horntail",3,265,29.99,30,,,5702014426405,673419057387,38.4,28.8,6,0.62,"",0,0,0,,0,0,,,,,,,,,351.1900,156.4800,"01/10/2005","31/07/2006"
"4768-1","Harry Potter","Goblet of Fire",2005,"The Durmstrang Ship",2,550,39.99,49.99,,,5702014426412,673419057394,48,28.8,9.6,1.2,"",0,0,0,,0,0,,,,,,,,,300.0000,184.9600,"01/10/2005","31/07/2006"
"4768-2","Harry Potter","Goblet of Fire",2005,"The Durmstrang Ship with Bonus Minifigures",6,566,,,,,,673419081498,48,28.8,9.6,,"",0,0,0,,0,0,,,,,,,,,350.0000,190.0000,"01/10/2005","31/07/2006"
"4770-1","Alpha Team","Mission Deep Freeze",2005,"Blizzard Blaster",2,303,,30,,,,673419059817,38.4,28.8,6,0.66,"",0,0,0,,0,0,,,,,,,,,69.9500,46.8500,"01/01/2005","31/12/2005"
"4774-1","Alpha Team","Mission Deep Freeze",2005,"Scorpion Orb Launcher",2,227,,20,,,,673419061148,28.8,28.8,4.8,0.39,"",0,0,0,,0,0,,,,,,,,,161.1900,59.9500,"01/01/2005","31/12/2005"
"4778-1","City","Airport",2005,"Airline Promotional Set",1,108,,,,,,673419068246,19.2,9.6,6,,"",0,0,0,,0,0,,,,,,,,,95.6000,29.6300,"01/02/2005","31/12/2006"
"4779-1","Duplo","Castle",2005,"Defense Tower",2,64,19.99,24.99,,,,673419058230,28.8,38.4,9.6,1.06,"",0,0,0,,0,0,,,,,,,,,181.1600,38.1000,"01/03/2005","31/12/2006"
"4780-1","Creator","Bulk Set",2005,"Bulk Set - 500 bricks",,500,8.99,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,48.1200,16.2700,"",""
"4781-1","Creator","Bulk Set",2005,"Bulk Set - 300 bricks",,300,5.99,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,21.7700,10.8500,"",""
"4782-1","Creator","Bulk Set",2005,"Bulk Set - 200 bricks",,200,3.99,3,,,5702014457904,,,,,,"",0,0,0,,0,0,,,,,,,,,20.1400,,"",""
"4783-1","Duplo","",2005,"DUPLO Basic Bricks",,30,3.99,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,8.0000,,"",""
"4784-1","Duplo","Castle",2005,"Castle Black Dragon",1,8,8.99,15,,,,673419076593,28.8,19.2,11.4,0.37,"",0,0,0,,0,0,,,,,,,,,104.9500,30.0400,"",""
"4785-1","Duplo","Castle",2005,"Black Castle",6,380,89.99,100,,,5702014458413,,57.6,48,25.3,,"",0,0,0,,0,0,,,,,,,,,,185.3400,"01/09/2005","31/12/2006"
"4820-1","Duplo","Princess Castle",2005,"Princess' Palace",3,78,53.79,79.99,,,5702014435827,,57.6,48,11.4,,"",0,0,0,,0,0,,,,,,,,,146.9600,81.6200,"01/06/2005","31/12/2008"
"4821-1","Duplo","Princess Castle",2005,"Princess' Horse and Carriage",2,15,12.99,13,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,39.9900,22.5700,"",""
"4822-1","Duplo","Princess Castle",2005,"Princess' Bedroom",1,12,6.99,8,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,27.9600,23.6700,"",""
"4868-1","Bionicle","Rahaga",2005,"Rahaga Gaaki",,28,,4,,,5702014426566,673419057530,,,,,"",0,0,0,,0,0,,,,,,,,,17.2300,10.7900,"",""
"4869-1","Bionicle","Rahaga",2005,"Rahaga Pouks",,28,,4,,,5702014426573,673419057547,,,,,"",0,0,0,,0,0,,,,,,,,,16.7700,10.0900,"",""
"4870-1","Bionicle","Rahaga",2005,"Rahaga Kualus",,28,,4,,,5702014426580,673419057554,,,,,"",0,0,0,,0,0,,,,,,,,,18.6000,8.7900,"",""
"4874-1","Clikits","",2005,"Cool Friends Notes",,11,1.99,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,4.7000,7.8000,"",""
"4875-1","Clikits","",2005,"Groovy Friends Gems",,13,1.99,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,2.7700,7.8000,"",""
"4876-1","Clikits","",2005,"Fun Friends Hair Bands",,22,1.99,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,2.7700,7.8000,"",""
"4877-1","Bionicle","Rahaga",2005,"Rahaga Norik",,28,,4,,,5702014426856,673419057806,,,,,"",0,0,0,,0,0,,,,,,,,,26.7400,11.7400,"",""
"4878-1","Bionicle","Rahaga",2005,"Rahaga Bomonga",,28,,4,,,5702014426863,673419057813,,,,,"",0,0,0,,0,0,,,,,,,,,20.2000,9.3100,"",""
"4879-1","Bionicle","Rahaga",2005,"Rahaga Iruini",,28,,4,,,5702014426870,673419057820,,,,,"",0,0,0,,0,0,,,,,,,,,20.0000,9.6600,"",""
"4881-1","Creator","Designer Set",2005,"Robo Platoon",,218,7.99,10,,,5702014417533,673419055338,,,,,"",0,0,0,,0,0,,,,,,,,,30.0000,11.9900,"",""
"4882-1","Creator","Designer Set",2005,"Speed Wings",,161,7.99,10,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,29.7300,13.4300,"",""
"4883-1","Creator","Designer Set",2005,"Gear Grinders",,273,14.99,20,,,,673419056816,28.8,28.8,6,0.59,"",0,0,0,,0,0,,,,,,,,,35.3400,22.4900,"01/01/2005","31/12/2006"
"4884-1","Creator","Designer Set",2005,"Wild Hunters",,630,24.99,30,,,5702014425569,673419056823,38.4,28.8,7.2,1.01,"",0,0,0,,0,0,,,,,,,,,98.1000,27.3900,"01/06/2005","31/12/2006"
"4888-1","Creator","Designer Set",2005,"Ocean Odyssey",,623,34.99,40,,,,673419065184,38.4,38.4,7.2,1.19,"",0,0,0,,0,0,,,,,,,,,180.0000,79.9600,"01/06/2005","31/12/2006"
"4903-1","Creator","Designer Set",2005,"Lion",,42,,,,,,,14,14,0,,"",0,0,0,,0,0,,,,,,,,,,4.7200,"01/01/2005","31/12/2005"
"4904-1","Creator","Designer Set",2005,"Elephant",,34,,,,,,673419064910,14,14,0,0.03,"",0,0,0,,0,0,,,,,,,,,10.8000,3.8400,"01/01/2005","31/12/2005"
"4905-1","Creator","Designer Set",2005,"Giraffe",,37,,,,,,,14,14,0,,"",0,0,0,,0,0,,,,,,,,,,,"01/01/2005","31/12/2005"
"4906-1","Creator","Designer Set",2005,"Helicopter",,16,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,6.8000,0.9900,"",""
"4907-1","Creator","Designer Set",2005,"Ambulance",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"4911-1","Creator","Designer Set",2005,"Truck",,37,,,,,5702014468269,,,,,,"",0,0,0,,0,0,,,,,,,,,10.3100,9.5700,"",""
"4912-1","City","Police",2005,"Police Jet Ski",1,22,,,,,5702014468276,,,,,,"",0,0,0,,0,0,,,,,,,,,17.9700,3.1100,"",""
"4914-1","City","Fire",2005,"Fire Chief's Car",,31,,,,,,077330709354,,,,,"",0,0,0,,0,0,,,,,,,,,11.2900,1.7400,"",""
"4919-1","Creator","Bucket",2005,"LEGO Deluxe",,1500,19.99,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"4941-1","Castle","Knights' Kingdom II",2005,"CPW Rascus",1,3,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,22.6700,1.0900,"",""
"4942-1","Castle","Knights' Kingdom II",2005,"CPW Shadow Knight",1,3,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,2.9700,1.2100,"",""
"4943-1","Castle","Knights' Kingdom II",2005,"CPW Vladek",1,3,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,2.8600,1.6600,"",""
"4944-1","Castle","Knights' Kingdom II",2005,"CPW Jayko",1,3,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,8.0000,1.8500,"",""
"4945-1","Castle","Knights' Kingdom II",2005,"CPW Santis",1,3,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,22.8900,1.3000,"",""
"4946-1","Castle","Knights' Kingdom II",2005,"CPW Danju",1,3,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,24.8900,3.2300,"",""
"5349-1","Quatro","",2005,"Quatro 100",,100,19.99,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5352-2","Duplo","",2005,"50th Anniversary Tub",,139,29.99,20,,,,673419034463,37.6,25.2,27.3,1.7,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5361-1","Quatro","",2005,"Quatro 50",,50,12.99,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5363-1","Quatro","",2005,"Mountain Climber",,15,,25,,,,673419066594,49.5,29.6,28.3,2.2,"",0,0,0,,0,0,,,,,,,,,,25.0000,"",""
"5367-1","Duplo","",2005,"Yellow Tub",,100,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5369-1","Creator","Bucket",2005,"Creator Tub",,700,,20,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,16.2000,"",""
"5370-1","Make and Create","",2005,"Make and Create Bucket",,700,9.99,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5371-1","Duplo","",2005,"Duplo Bucket Green",,120,9.99,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,17.7900,"",""
